LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK,SHORT_PLATFORM
"Turramurra Station",207410,-33.73218221,151.1282818,10101123,"02 9847 8464","Rohini St, Turramurra NSW 2074","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Turrella Station",220530,-33.92995296,151.139909,10101409,"02 9563 7768","Hannan St, Turrella NSW 2205","Kiss and ride stopping area | Bike lockers | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Tweed Heads Coach Stop (northbound)",24851,-28.170715,153.543329,10157708,,"Wharf St opp Tweed Heads Visitor Information Centre, Tweed Head NSW 2485",,,"Coach, Bus",,,False
"Tweed Heads Coach Stop (southbound)",24852,-28.17216,153.543383,10150044,,"Tweed Mall, Wharf St, Tweed Head NSW 2485",,,"Coach, Bus",,,False
"Tyndale Coach Stop",24603,-29.564928,153.143181,10150083,,"Sheeys Lane at Pacific Hwy, Tyndale NSW 2460",,,Coach,,,False
"Ulmarra Coach Stop",24622,-29.631215,153.027982,10150228,,"Coldstream St at River St, Ulmarra NSW 2462",,,Coach,,,False
"Unanderra Station",252610,-34.45442878,150.8462629,10101378,"02 4223 5640","Central Rd, Unanderra NSW 2526","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike lockers | Wheelchair accessible toilet | Emergency help point | Payphone | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Ungarie Coach Stop",26693,-33.639366,146.973846,10150305,,"Wollongough St opp Bing Walder Park, Ungarie NSW 2669",,,Coach,,,False
"UNSW Anzac Parade Light Rail",203360,-33.916652,151.225903,10101615,,"Anzac Pde, Kensington NSW 2033","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles | Level crossing","Light rail",6.30-10am,3.00-7pm,False
"UNSW High Street Light Rail",2031156,-33.91637,151.235534,10101611,,"UNSW High St, Randwick NSW 2052","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles","Light rail, Taxi",6.30-10am,3.00-7pm,False
"Upper Manilla Coach Stop",23463,-30.63252,150.671911,10150346,,"Upper Manilla General Store, Barraba Rd, Upper Manilla NSW 2346",,,Coach,,,False
"Uralla Station",235813,-30.644076,151.505202,10155021,"13 22 32","Duke St, Uralla NSW 2358","Commuter car park | Wheelchair accessible car space | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Urana Coach Stop",26452,-35.330458,146.265767,10150328,,"Urana Post Office, Anna St, Urana NSW 2645",,,Coach,,,False
"Uranquinty Coach Stop",265253,-35.193558,147.245427,10156137,,"Caltex service Station, Olympic Hwy, Uranquinty NSW 2652",,,Coach,,,False
"Urunga Station",24551,-30.499656,153.018678,10155064,"13 22 32","Orara St, Urunga NSW 2455","Commuter car park | Wheelchair accessible toilet | Emergency help point | Information point","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements",Train,,,False
"Valley Heights Station",277710,-33.70446573,150.583813,10101258,"02 4780 3105","Great Western Hwy, Valley Heights NSW 2777","Commuter car park | Toilets | Emergency help point | Information point | Payphone | No Opal card top up or single trip ticket sales","This location is Not Accessible | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Stairs","Train, Bus",6.00-10am,3.00-7pm,True
"Victoria Street Station",232320,-32.75095775,151.5938259,10101175,"02 4962 9240","Victoria St, East Maitland NSW 2323","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Villawood Station",216320,-33.88090168,150.9760479,10101407,"02 9765 1268","River Ave, Villawood NSW 2163","Commuter car park | Wheelchair accessible car space | Bike racks | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Stairs",Train,6.30-10am,3.00-7pm,False
"Vineyard Station",276520,-33.65050415,150.8512458,10101240,"02 9851 7245","Cnr Riverstone Pde & Bandon Rd, Vineyard NSW 2765","Commuter car park | Emergency help point | Departure indicator screen | No Opal card top up or single trip ticket sales","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Level crossing",Train,6.30-10am,3.00-7pm,False
"Wagga Wagga Court House (north)",265011,-35.106211,147.370015,10156298,,"Wagga Wagga Court House, Fitzmaurice St, Wagga Wagga NSW 2650",,,"Bus, Coach",,,False
"Wagga Wagga Court House (south)",265010,-35.106995,147.370143,10156711,,"Fitzmaurice St at Johnston St, Wagga Wagga NSW 2650",,,"Bus, Coach",,,False
"Wagga Wagga CSU Campus",26783,-35.065406,147.35998,10162113,,"Boorooma St at Farrer Rd, Charles Sturt University NSW 2678",,,"Bus, Coach",,,False
"Wagga Wagga Station",26501,-35.120418,147.36845,10155042,"13 22 32","Station Pl, Turvey Park NSW 2650","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Information point | Payphone | Departure indicator screen","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles","Train, Regional coach, Taxi",,,False
"Wagga Wagga Sturt Mall (north)",265081,-35.112673,147.369875,10156292,,"Baylis St before Tompson St, Wagga Wagga NSW 2650",,,"Bus, Coach",,,False
"Wagga Wagga Sturt Mall (south)",265069,-35.113239,147.369963,10157006,,"Sturt Mall, Baylis St, Wagga Wagga NSW 2650",,,"Bus, Coach",,,False
"Wahroonga Station",207610,-33.7174292,151.1168923,10101125,"02 9847 8463","Redleaf Ave, Wahroonga NSW 2076","Commuter car park | Kiss and ride stopping area | Taxi rank | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus, Taxi",6.30-10am,3.00-7pm,False
"Waitara Station",207710,-33.70999326,151.1043411,10101126,"02 9847 8468","Alexandria Pde, Waitara NSW 2077","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Bike lockers | Toilets | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Cash or Card Payment)","This location is Not Accessible | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs","Train, Bus",6.30-10am,3.00-7pm,False
"Walcha Coach Stop",23543,-30.98538,151.591012,10150320,,"Mchatton Park, South St, Walcha NSW 2354",,,Coach,,,False
"Walcha Road Station",23541,-30.940998,151.40217,10155016,"13 22 32","Wollun Rd, Walcha Road NSW 2354","Commuter car park | Information point","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Level crossing","Train, Coach",,,False
"Walgett Coach Stop",28321,-30.023677,148.117659,10150331,,"Gray Park, Euroka St, Walgett NSW 2832",,,Coach,,,False
"Wallarobba Station",242020,-32.49613996,151.6956798,10101184,"02 4932 8409","Brookfield Rd, Wallarobba NSW 2420","Commuter car park | Wheelchair accessible car space | Emergency help point | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements",Train,6.00-10am,3.00-7pm,True
"Wallendbeen Coach Stop",25881,-34.529114,148.162677,10150022,,"Mackay Park, Olympic Hwy, Wallendbeen NSW 2588",,,Coach,,,False
"Wallerawang Coach Stop (northbound)",284514,-33.411304,150.065125,10133295,,"Barton Ave opp Pipers Flat Rd, Wallerawang NSW 2845",,,"Coach, Bus",,,False
"Wallerawang Coach Stop (southbound)",284515,-33.411067,150.066586,10133296,,"Barton Ave at Cripps Ave, Wallerawang NSW 2845",,,"Coach, Bus",,,False
"Wallerawang Coach Stop (southbound)",284515,-33.411067,150.066586,10133296,,"Barton Ave at Cripps Ave, Wallerawang NSW 2845",,,"Coach, Bus",,,False
"Wansey Road Light Rail",2031157,-33.910519,151.235208,10101610,,"Wansey Rd, Randwick NSW 2031","Bike racks | Emergency help point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Hearing loop | Platform edge tactiles | Level crossing","Light rail, Taxi",6.30-10am,3.00-7pm,False
"Warabrook Station",230420,-32.88705464,151.7098902,10101168,"02 4968 1487","Warabrook Bvd, Warabrook NSW 2304","Commuter car park | Wheelchair accessible car space | Emergency help point | Information point | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift",Train,6.00-10am,3.00-7pm,True
"Waratah Mills Light Rail",220320,-33.89877075,151.1401223,10101459,,"Weston St, Dulwich Hill NSW 2203","Bike racks | Emergency help point | No Opal card top up or single trip ticket sales","This location is Independent Access | Hearing loop | PA system for announcements | Platform edge tactiles | Level crossing","Light rail",6.30-10am,3.00-7pm,False
"Waratah Station",230410,-32.90276555,151.7316708,10101167,"02 4962 9495","Station St, Waratah NSW 2304","Wheelchair accessible car space | Kiss and ride stopping area | Taxi rank | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | No Opal card top up or single trip ticket sales","This location is Independent Access | Wheelchair ramp boarding assistance | Hearing loop | PA system for announcements | Platform edge tactiles | Stairs | Lift","Train, Bus, Taxi",6.00-10am,3.00-7pm,True
"Wardell Coach Stop",24774,-28.950207,153.465201,10150210,,"Pacific Hwy at Fitzroy St, Wardell NSW 2477",,,"Coach, Bus",,,False
"Wards River Coach Stop (northbound)",24222,-32.220766,151.937109,10150180,,"Wards River General Store, The Bucketts Way, Wards River NSW 2422",,,Coach,,,False
"Wards River Coach Stop (southbound)",242210,-32.221007,151.937246,10161989,,"The Bucketts Way opp Wards River General Store, Wards River NSW 2422",,,Coach,,,False
"Warialda Coach Stop",24022,-29.542141,150.570258,10150334,,"Warialda Visitor Information Centre, Geddes St, Warialda NSW 2402",,,Coach,,,False
"Warialda Rail Coach Stop",24023,-29.581643,150.537189,10150332,,"Alan Cunningham Rd at Kellys Gully Rd, Warialda Rail NSW 2402",,,Coach,,,False
"Warnervale Station",225930,-33.24755931,151.4485623,10101146,"02 4353 1915","Railway Rd, Warnervale NSW 2259","Commuter car park | Wheelchair accessible car space | Bike lockers | Emergency help point | Information point | Payphone | Opal card top up or single trip ticket machine (Card Payment only)","This location is Assisted Access | Wheelchair ramp boarding assistance | PA system for announcements | Level crossing","Train, Bus",6.00-10am,3.00-7pm,True
"Warrawee Station",207420,-33.72428546,151.1217568,10101124,"02 9847 8459","Heydon Ave, Warrawee NSW 2074","Commuter car park | Wheelchair accessible car space | Kiss and ride stopping area | Bike racks | Toilets | Wheelchair accessible toilet | Baby change table | Emergency help point | Payphone | Departure indicator screen | Opal card top up or single trip ticket machine (Card Payment only)","This location is Independent Access | Wheelchair ramp boarding assistance | PA system for announcements | Platform edge tactiles | Stairs | Lift | Hearing loop","Train, Bus",6.30-10am,3.00-7pm,False
"Warren Coach Stop",28241,-31.701,147.835,10150357,,"Burton St before Chester St, Warren NSW 2824",,,Coach,,,False
"Warriewood B-Line",2101131,-33.696788,151.301419,10115716,,"Pittwater Rd, Warriewood NSW 2101","Transport Park&Ride | Wheelchair accessible car space | Bike shed | Toilets | Wheelchair accessible toilet | Departure indicator screen","This location is Independent Access |",Bus,6.30-10am,3.00-7pm,False
